date,ticker,close,low,high
06.May.20,WTI,23.99,22.58,26.08
05.May.20,WTI,24.56,21.13,25.49
04.May.20,WTI,20.39,18.05,21.42
01.May.20,WTI,19.78,18.07,20.48
30.Apr.20,WTI,18.84,15.45,19.44
29.Apr.20,WTI,15.06,12.67,16.78
28.Apr.20,WTI,12.34,10.07,13.69
27.Apr.20,WTI,12.78,11.88,16.98
24.Apr.20,WTI,16.94,15.64,17.97
23.Apr.20,WTI,16.50,13.35,18.26
22.Apr.20,WTI,13.78,10.26,16.18
21.Apr.20,WTI,10.01,-16.74,13.86
20.Apr.20,WTI,-37.63,-40.32,17.85
17.Apr.20,WTI,18.27,17.31,20.22
16.Apr.20,WTI,19.87,19.42,20.53
15.Apr.20,WTI,19.87,19.20,20.89
14.Apr.20,WTI,20.11,19.95,23.08
13.Apr.20,WTI,22.41,22.03,24.74
09.Apr.20,WTI,22.76,22.57,28.36
08.Apr.20,WTI,25.09,23.74,26.45
07.Apr.20,WTI,23.63,23.54,27.24
06.Apr.20,WTI,26.08,25.28,28.24
03.Apr.20,WTI,28.34,23.52,29.13
02.Apr.20,WTI,25.32,20.76,27.39
01.Apr.20,WTI,20.31,19.90,21.55
31.Mar.20,WTI,20.48,20.01,21.89
30.Mar.20,WTI,20.09,19.27,20.93
27.Mar.20,WTI,21.51,20.88,23.44
26.Mar.20,WTI,22.60,22.38,24.65
25.Mar.20,WTI,24.49,22.91,25.24
24.Mar.20,WTI,24.01,23.09,25.16
23.Mar.20,WTI,23.36,20.80,24.07
20.Mar.20,WTI,22.43,19.46,27.89
19.Mar.20,WTI,25.22,21.36,27.71
18.Mar.20,WTI,20.37,20.06,27.22
17.Mar.20,WTI,26.95,26.63,30.30
16.Mar.20,WTI,28.70,28.10,33.75
13.Mar.20,WTI,31.73,30.33,33.87
12.Mar.20,WTI,31.50,30.02,33.63
11.Mar.20,WTI,32.98,32.56,36.35
10.Mar.20,WTI,34.36,30.20,35.02
09.Mar.20,WTI,31.13,27.34,34.88
06.Mar.20,WTI,41.28,41.05,46.38
05.Mar.20,WTI,45.90,45.65,47.57
04.Mar.20,WTI,46.78,46.65,48.41
03.Mar.20,WTI,47.18,46.47,48.66
02.Mar.20,WTI,46.75,43.32,47.56
28.Feb.20,WTI,44.76,43.85,47.03
27.Feb.20,WTI,47.09,45.88,48.78
26.Feb.20,WTI,48.73,48.30,50.44
25.Feb.20,WTI,49.90,49.69,52.02
24.Feb.20,WTI,51.43,50.45,52.64
21.Feb.20,WTI,53.38,52.55,53.86
20.Feb.20,WTI,53.78,53.22,54.50
19.Feb.20,WTI,53.29,51.93,53.66
18.Feb.20,WTI,52.05,50.88,52.41
14.Feb.20,WTI,52.05,51.32,52.34
13.Feb.20,WTI,51.42,50.60,51.96
12.Feb.20,WTI,51.17,49.95,51.73
11.Feb.20,WTI,49.94,49.58,50.69
10.Feb.20,WTI,49.57,49.42,50.49
07.Feb.20,WTI,50.32,50.09,51.48
06.Feb.20,WTI,50.95,50.24,52.20
05.Feb.20,WTI,50.75,49.47,51.88
04.Feb.20,WTI,49.61,49.31,51.55
